FishID,View,FrameIndex,Method,MaskArea_px,MaskLength_px,MaskWidth_px,MaskPerimeter_px
fish01,top,3439,ClassicCV,1653.0,69.81890869140625,35.75004959106445,184.71067655086517
fish01,top,3440,ClassicCV,1667.5,69.7207260131836,35.779605865478516,184.1248904466629
fish01,top,3441,ClassicCV,1693.0,70.75428771972656,36.075225830078125,186.71067678928375
fish01,top,3442,ClassicCV,1726.0,71.81610870361328,37.08638381958008,189.53910398483276
fish01,top,3443,ClassicCV,1780.5,70.37853240966797,39.73880386352539,191.4385985136032
fish01,top,3444,ClassicCV,1774.5,71.5051040649414,38.61141586303711,193.78174448013306
fish01,top,3445,ClassicCV,1777.5,71.40192413330078,38.626182556152344,196.1248903274536
fish01,top,3446,ClassicCV,1744.5,73.0,37.0,195.78174448013306
fish01,top,3447,ClassicCV,1636.5,72.41614532470703,36.04996109008789,198.46803617477417
fish01,top,3448,ClassicCV,1661.5,71.46276092529297,37.41166305541992,202.46803629398346
fish01,top,3449,ClassicCV,1670.0,72.83927917480469,36.55707550048828,199.0538226366043
fish01,top,3450,ClassicCV,1675.5,75.0,36.0,197.63960909843445
fish01,top,3451,ClassicCV,1658.0,76.07695007324219,33.8917236328125,196.2253955602646
fish01,top,3452,ClassicCV,1656.5,76.95098876953125,33.77590560913086,201.63960921764374
fish01,top,3453,ClassicCV,1664.0,77.04592895507812,33.86037063598633,202.22539567947388
fish01,top,3454,ClassicCV,1693.0,77.95127868652344,34.76573181152344,205.88224971294403
fish01,top,3455,ClassicCV,1688.0,78.0,34.0,204.2253955602646
fish01,top,3456,ClassicCV,1732.0,79.0,37.0,207.53910410404205
fish01,top,3457,ClassicCV,1757.5,79.0,38.0,207.78174459934235
fish01,top,3458,ClassicCV,1758.0,78.22785186767578,39.62272262573242,211.19595777988434
fish01,top,3459,ClassicCV,1744.0,78.85270690917969,39.00833511352539,212.3675308227539
fish01,top,3460,ClassicCV,1746.0,78.72517395019531,38.95722198486328,213.53910374641418
fish01,top,3461,ClassicCV,1748.0,79.07857513427734,38.95722198486328,212.36753070354462
fish01,top,3462,ClassicCV,1734.0,80.13735961914062,37.72369384765625,212.02438485622406
fish01,top,3463,ClassicCV,1757.0,82.21920776367188,36.68241500854492,213.19595801830292
fish01,top,3464,ClassicCV,1782.5,83.0,36.0,214.1248903274536
fish01,top,3465,ClassicCV,1803.0,85.0,34.0,215.53910386562347
fish01,top,3466,ClassicCV,1837.5,85.0,34.0,216.95331728458405
fish01,top,3467,ClassicCV,1858.5,86.0,34.0,217.78174459934235
fish01,top,3468,ClassicCV,1866.5,86.0,35.0,216.95331728458405
fish11,front,2101,ClassicCV,0,0,0,0
fish11,front,2102,ClassicCV,0,0,0,0
fish11,front,2103,ClassicCV,0,0,0,0
fish11,front,2104,ClassicCV,0,0,0,0
fish11,front,2105,ClassicCV,0,0,0,0
fish11,front,2106,ClassicCV,0,0,0,0
fish11,front,2107,ClassicCV,0,0,0,0
fish11,front,2108,ClassicCV,0,0,0,0
fish11,front,2109,ClassicCV,0,0,0,0
fish11,front,2110,ClassicCV,0,0,0,0
fish11,front,2111,ClassicCV,0,0,0,0
fish11,front,2112,ClassicCV,0,0,0,0
fish11,front,2113,ClassicCV,0,0,0,0
fish11,front,2114,ClassicCV,0,0,0,0
fish11,front,2115,ClassicCV,0,0,0,0
fish11,front,2116,ClassicCV,0,0,0,0
fish11,front,2117,ClassicCV,250.5,22.0,16.0,67.21320307254791
fish11,front,2118,ClassicCV,318.5,24.0,20.0,75.69848418235779
fish11,front,2119,ClassicCV,313.0,24.0,20.0,76.28427064418793
fish11,front,2120,ClassicCV,318.5,26.000001907348633,18.07692527770996,76.87005710601807
fish11,front,2121,ClassicCV,305.5,24.930980682373047,17.36486053466797,73.6984840631485
fish11,front,2122,ClassicCV,310.5,24.40000343322754,18.399999618530273,73.6984840631485
fish11,front,2123,ClassicCV,316.5,25.200002670288086,18.399999618530273,75.6984840631485
fish11,front,2124,ClassicCV,316.5,25.200002670288086,18.399999618530273,75.6984840631485
fish11,front,2125,ClassicCV,330.5,25.80000114440918,18.399999618530273,76.52691113948822
fish11,front,2126,ClassicCV,278.5,21.0,18.0,68.87005710601807
fish11,front,2127,ClassicCV,278.5,21.0,18.0,68.87005710601807
fish11,front,2128,ClassicCV,305.5,22.0,20.0,73.69848418235779
fish11,front,2129,ClassicCV,304.5,22.0,20.0,73.69848418235779
fish11,front,2130,ClassicCV,325.0,22.0,22.0,76.28427064418793
fish11,front,2131,ClassicCV,328.0,22.0,22.0,76.28427076339722
fish11,front,2132,ClassicCV,328.0,22.0,22.0,76.28427076339722
fish11,front,2133,ClassicCV,353.5,24.0,21.0,77.69848430156708
fish11,front,2134,ClassicCV,381.0,27.280029296875,20.124608993530273,81.11269783973694
fish11,front,2135,ClassicCV,501.0,35.46517562866211,20.131427764892578,95.5979790687561
fish11,front,2136,ClassicCV,508.5,34.048648834228516,20.180051803588867,95.01219248771667
fish11,front,2137,ClassicCV,508.5,34.048648834228516,20.180051803588867,95.01219248771667
fish11,front,2138,ClassicCV,528.0,34.70532989501953,20.348403930664062,97.25483298301697
fish11,front,2139,ClassicCV,605.0,37.63743591308594,22.777700424194336,103.25483298301697
fish11,front,2140,ClassicCV,614.0,38.890869140625,22.62741470336914,106.42640602588654
fish11,front,2141,ClassicCV,640.5,38.890869140625,22.62741470336914,107.49747359752655
fish11,front,2142,ClassicCV,718.5,44.20000076293945,25.0,121.154327750206
fish11,front,2143,ClassicCV,818.0,36.0,32.0,121.25483298301697
fish11,front,2144,ClassicCV,990.0,47.725643157958984,29.54157066345215,138.911687374115
fish11,front,2145,ClassicCV,993.5,43.09501266479492,32.7739372253418,138.32590091228485
fish11,front,2146,ClassicCV,1239.5,53.925621032714844,30.458877563476562,151.9827550649643
fish11,front,2147,ClassicCV,3192.5,80.21151733398438,61.63375473022461,322.20815086364746
fish11,front,2148,ClassicCV,3192.5,80.21151733398438,61.63375473022461,322.20815086364746
fish11,front,2149,ClassicCV,3192.5,80.21151733398438,61.63375473022461,322.20815086364746
fish11,front,2150,ClassicCV,3192.5,80.21151733398438,61.63375473022461,322.20815086364746
fish11,front,2151,ClassicCV,3336.5,80.21151733398438,61.516910552978516,324.20815086364746
fish11,front,2152,ClassicCV,3467.0,79.47001647949219,64.06537628173828,326.1076453924179
fish11,front,2153,ClassicCV,3467.0,79.47001647949219,64.06537628173828,326.1076453924179
