FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,VisScore_Top_Raw,VisScore_Front_Raw,VisScore_Top_Enhanced,VisScore_Front_Enhanced,Volume (cm³),Surface Area (cm²),Aspect Ratio,Elongation,Compactness,Condition Factor (K),Rectangularity,Equivalent Diameter (cm)
fish01,67.49,2475,123.75,20.0,20.0,15.9371632836101,5.691844029860751,5.122659626874676,90.7118476887321,43.2580146269417,2808,4142,28.33968663729445,10.306145831807454,94.80583246910192,87.4,65.1,66.0,49.9,243.30897866299455,221.825943650567,2.8,0.6428571428571428,0.6091730907237827,1.6672716344354412,1.0,10.746995470981027
fish01,67.49,3455,172.75,20.0,20.0,15.384097596373964,5.494320570133559,4.944888513120203,84.52516387669972,41.756836333015045,2522,8005,27.92824540623795,10.27696939797931,88.64521480421726,87.2,65.2,65.8,50.1,218.84727748300944,206.69708221031823,2.8,0.6428571428571428,0.6091730907237828,1.8536312774544934,1.0,10.374043626910105
fish01,67.49,3450,172.5,20.0,20.0,14.41042053331232,5.146578761897258,4.631920885707532,74.16436426675335,39.11399859041916,2600,7878,27.96150904337565,10.273391924370658,90.23490096774631,87.0,65.2,65.7,50.1,179.86846714108825,181.36087520969443,2.8,0.6428571428571428,0.6091730907237827,2.255326711657962,1.0,9.717458587232251
fish01,67.49,2430,121.5,20.0,20.0,15.384097596373964,5.494320570133559,4.944888513120203,84.52516387669972,41.756836333015045,2822,3950,28.1976467700346,10.28499336136712,94.92264013140172,87.4,65.3,66.0,49.7,218.84727748300944,206.69708221031823,2.8,0.6428571428571428,0.6091730907237828,1.8536312774544934,1.0,10.374043626910105
fish01,67.49,3755,187.75,20.0,20.0,16.95566877383202,6.055595990654293,5.450036391588864,102.67667984567937,46.022529528972626,2471,9496,28.07725094248453,10.334700507100424,87.83195144958496,87.1,65.1,65.7,49.9,293.00149844302234,251.08463754182984,2.8,0.6428571428571428,0.6091730907237826,1.3845054058901156,1.0,11.433809911907355
fish01,67.49,3715,185.75,20.0,20.0,15.96830383421095,5.70296565507534,5.1326690895678055,91.06668833631291,43.34253897857258,2411,6041,27.623209778886952,10.3734634897444,86.21667326863135,86.8,65.1,65.7,50.0,244.73801401360123,222.69366780679056,2.8,0.6428571428571428,0.6091730907237827,1.6575363666460259,1.0,10.767994650716817
fish01,67.49,2420,121.0,20.0,20.0,15.17987293296547,5.421383190344811,4.87924487131033,82.29590795034918,41.20251224662056,2847,4168,28.1167093457634,10.265621604654523,95.32233095041792,87.4,65.3,66.0,49.7,210.2468402781138,201.24567964162435,2.8,0.6428571428571428,0.6091730907237828,1.9294566234225452,1.0,10.236327679996837
fish01,67.49,2460,123.0,20.0,20.0,15.543360118425898,5.551200042294964,4.996080038065467,86.2843013468117,42.18912032144172,2823,3539,28.323119898647736,10.29033528593911,95.07345518458683,87.6,65.1,66.0,50.0,225.71467526267034,210.99886129718757,2.8,0.6428571428571428,0.6091730907237828,1.7972343094492573,1.0,10.481440004341298
fish01,67.49,2615,130.75,20.0,20.0,17.09195771124937,6.10427061116049,5.493843550044441,104.33393514397744,46.392456644819724,2471,6422,27.60193426581488,10.3274673731486,87.34940163896349,87.1,65.2,65.5,50.1,300.1238423733907,255.13727487401525,2.8,0.6428571428571428,0.6091730907237826,1.351649223601421,1.0,11.525714384937093
fish01,67.49,3765,188.25,20.0,20.0,17.502518236654325,6.250899370233688,5.6258094332103195,109.40648022300616,47.50683521377603,2626,9915,28.097497744788654,10.281145808919272,90.89864355370791,87.1,65.0,65.7,49.8,322.27505082763867,267.54163138901714,2.8,0.6428571428571428,0.6091730907237827,1.2587451541361407,1.0,11.802569934985216
fish01,67.49,2415,120.75,20.0,20.0,14.605155945924649,5.216127123544518,4.694514411190066,76.18235007313505,39.642566138938335,2672,4177,28.13509044413625,10.26580390115314,91.8408943452894,87.4,65.3,66.1,49.8,187.2594159653589,186.2956397104695,2.8,0.6428571428571428,0.6091730907237826,2.166311138144915,1.0,9.84877559516782
